HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
94699,"41-50","w",4,"41","Shih Tzu",,,,"K",2008,"m","braun"
94709,"51-60","w",3,"31","Boston Terrier",,,,"K",2008,"w","weiss/braun"
94711,"51-60","w",2,"21","Weimaraner",,,,"I",2019,"w","blau"
94726,"41-50","m",9,"92","Labrador Retriever",,"Golden Retriever",,"I",2016,"m","blondfarben"
94735,"41-50","w",9,"91","Schäfer",,,,"I",2013,"m","braun/schwarz"
94757,"71-80","m",6,"63","Deutsch Drahthaar",,,,"I",2008,"w","braun schimmel"
94777,"61-70","w",1,"11","Coton de Tulear",,,,"K",2017,"m","weiss"
94783,"51-60","w",2,"21","Yorkshire Terrier",,,,"K",2006,"w","black/tan"
94794,"41-50","w",2,"24","Chihuahua",,,,"K",2010,"m","braun/weiss"
94794,"41-50","w",2,"24","Chihuahua",,,,"K",2010,"m","beige"
94803,"71-80","w",11,"111","Mischling klein",,,,"K",2006,"m","beige"
94823,"71-80","w",4,"41","Bolonka Zwetna",,,,"K",2008,"w","schwarz/weiss"
94841,"31-40","w",9,"91","Toyterrier",,,,"K",2008,"w","schwarz/braun"
94841,"31-40","w",9,"91","Labrador Retriever",,"Rottweiler",,"I",2012,"w","schwarz/braun"
94844,"41-50","w",6,"63","Mischling klein",,,,"K",2008,"w","schwarz/weiss"
94846,"51-60","m",11,"119","Yorkshire Terrier",,,,"K",2018,"m","black/tan"
94868,"41-50","m",11,"111","Mischling klein",,,,"K",2008,"m","beige/weiss/braun"
94937,"51-60","w",7,"71","Coton de Tulear",,,,"K",2019,"w","weiss"
94940,"51-60","w",10,"101","Mischling klein",,,,"K",2007,"w","braun"
94942,"61-70","w",9,"91","Malteser",,,,"K",2008,"w","weiss"
94948,"31-40","m",11,"119","Mischling gross",,,,"I",2015,"w","braun"
94977,"51-60","w",7,"72","Chesapeake Bay Retriever",,,,"I",2017,"w","braun"
95005,"51-60","m",9,"92","Mischling klein",,,,"K",2017,"m","hellbraun/weiss"
95007,"31-40","w",9,"91","Appenzeller Sennenhund",,"Collie",,"I",2008,"m","braun"
95047,"51-60","w",6,"61","Irish Setter",,,,"I",2010,"m","rot"
95066,"31-40","m",8,"81","Weimaraner",,,,"I",2014,"w","silber"
95073,"61-70","m",9,"92","Labrador Retriever",,,,"I",2008,"w","schwarz"
95086,"31-40","w",7,"71","Mops",,,,"K",2009,"w","beige"
95103,"61-70","w",9,"91","Deutscher Pinscher",,,,"I",2008,"w","schwarz/rot"
95118,"51-60","m",11,"119","Yorkshire Terrier",,,,"K",2008,"w","schwarz/grau"
95124,"51-60","w",2,"24","Flat Coated Retriever",,,,"I",2018,"m","schwarz"
95195,"41-50","w",1,"11","Jack Russel Terrier",,,,"K",2008,"m","weiss/braun/schwarz"
95210,"51-60","m",4,"42","Zwergpinscher",,,,"K",2008,"w","rot"
95256,"61-70","w",7,"74","Afghanischer Windhund",,,,"I",2008,"m","creme"
95256,"61-70","w",7,"74","Afghanischer Windhund",,,,"I",2015,"m","creme"
95284,"41-50","w",9,"91","Airedale Terrier",,,,"I",2010,"m","beige/schwarz"
95295,"51-60","w",12,"123","Mischling klein",,,,"K",2008,"w","schwarz/braun/weiss"
95296,"51-60","w",8,"82","Golden Retriever",,,,"I",2008,"m","golden"
95305,"71-80","m",10,"101","Alpenländische Dachsbracke",,,,"K",2008,"w","schwarz/beige"
95333,"41-50","m",11,"111","Mischling klein",,,,"K",2008,"w","schwarz/braun"
95371,"41-50","m",8,"81","Golden Retriever",,"Labrador Retriever",,"I",2016,"w","schwarz"
95401,"61-70","w",11,"115","Mischling klein",,,,"K",2015,"w","schwarz/braun"
95403,"51-60","w",6,"63","Golden Retriever",,,,"I",2008,"w","beige"
95418,"71-80","w",2,"21","Pinscher","Mischling",,,"K",2012,"w","beige"
95440,"41-50","w",2,"21","Spanischer Wasserhund",,,,"I",2008,"m","braun/weiss"
95449,"41-50","w",4,"42","Kooikerhondje",,,,"K",2008,"m","rot/weiss"
95469,"51-60","w",11,"111","Labrador Retriever",,,,"I",2013,"m","braun"
95469,"51-60","w",11,"111","West Highland White Terrier",,,,"K",2006,"m","weiss"
95473,"51-60","w",9,"91","Mischling klein",,,,"K",2007,"m","schwarz"
95504,"31-40","w",3,"31","Parson Russell Terrier",,,,"K",2008,"m","tricolor"
95512,"71-80","w",2,"21","Mischling klein",,,,"K",2016,"w","schwarz/weiss"
95560,"41-50","w",2,"21","Beagle",,,,"K",2013,"m","tricolor"
95569,"41-50","m",9,"92","Alaskan Malamute",,,,"I",2013,"m","weiss/schwarz"
95569,"41-50","m",9,"92","Alaskan Malamute",,,,"I",2013,"w","weiss/braun/schwarz"
95590,"41-50","m",3,"31","Dachshund",,,,"K",2018,"w","tricolor"
95590,"41-50","m",3,"31","Zwergpinscher","Mischling",,,"K",2014,"m","schwarz/braun/weiss"
95641,"31-40","m",5,"52","Französische Bulldogge",,,,"K",2008,"m","gestromt"
95646,"31-40","w",10,"101","Mischling klein",,,,"K",2004,"m","tricolor"
95651,"51-60","w",3,"34","Tibet Terrier",,,,"K",2012,"w","zobel/weiss"
95653,"41-50","m",10,"101","Mischling klein",,,,"K",2008,"w","schwarz"
95656,"41-50","m",9,"92","Französische Bulldogge",,,,"K",2014,"m","gestromt"
95675,"41-50","w",12,"123","Shetland Sheepdog",,,,"K",2010,"w","blue/merle"
95675,"41-50","w",12,"123","Sheltie",,,,"K",2006,"w","tricolor"
95677,"41-50","m",3,"31","Malteser",,,,"K",2007,"m","weiss"
95680,"71-80","w",7,"72","Schweizer Niederlaufhund",,,,"K",2019,"w","rot/weiss"
95700,"31-40","w",3,"33","Rhodesian Ridgeback",,,,"I",2008,"m","rot"
95760,"41-50","w",1,"11","Mischling klein",,,,"K",2008,"w","braun/rot"
95765,"51-60","m",10,"102","Labrador Retriever",,"Boxer",,"I",2008,"m","schwarz"
95773,"41-50","m",11,"111","Bichon frisé",,,,"K",2004,"m","weiss"
95820,"61-70","m",8,"81","Foxterrier",,,,"K",2007,"m","weiss/braun/schwarz"
95824,"61-70","m",8,"82","Labrador Retriever",,,,"I",2011,"m","schwarz"
95826,"61-70","m",8,"81","Mischling klein",,,,"K",2008,"w","schwarz"
95849,"51-60","w",10,"101","Golden Retriever",,"Labrador Retriever",,"I",2008,"w","schwarz"
95895,"51-60","m",7,"74","Jack Russel Terrier",,,,"K",2008,"m","tricolor"
95904,"61-70","w",6,"63","Jack Russel Terrier",,"Mischling klein",,"K",2008,"w","braun/schwarz"
95911,"51-60","m",11,"111","Saluki",,,,"I",2004,"m","creme"
95932,"41-50","m",11,"119","Thai Ridgeback",,,,"I",2008,"w","falb"
95939,"51-60","w",7,"71","Parson Russell Terrier",,,,"K",2007,"w","tricolor"
95999,"51-60","w",4,"42","Border Collie",,,,"I",2015,"m","braun/weiss"
96007,"51-60","m",7,"73","Whippet",,,,"I",2006,"m","weiss/braun"
96007,"51-60","m",7,"73","Whippet",,,,"I",2008,"m","weiss/braun"
96021,"41-50","w",8,"81","Pekingese",,"Mischling klein",,"K",2004,"m","braun"
96085,"51-60","w",2,"24","Mops",,,,"K",2007,"m","beige"
96104,"71-80","w",2,"21","Shetland Sheepdog",,,,"K",2011,"w","sable"
96152,"51-60","w",11,"111","Jack Russel Terrier",,,,"K",2008,"w","weiss/braun"
96155,"31-40","w",6,"61","Französische Bulldogge",,,,"K",2009,"w","gestromt"
96209,"41-50","w",7,"73","Rhodesian Ridgeback",,,,"I",2011,"w","red-wheaten"
96212,"71-80","w",11,"115","West Highland White Terrier",,,,"K",2006,"m","weiss"
96261,"61-70","w",7,"74","Bolonka Zwetna",,,,"K",2008,"w","weiss/braun"
96261,"61-70","w",7,"74","Bolonka Zwetna",,,,"K",2015,"w","weiss/schwarz"
96262,"41-50","w",12,"122","Bichon frisé",,,,"K",2008,"m","weiss"
96349,"51-60","w",2,"24","Chihuahua",,,,"K",2008,"m","braun"
96384,"21-30","w",4,"44","Havaneser",,,,"K",2009,"m","braun/weiss"
96422,"41-50","w",2,"21","Mischling gross",,,,"I",2016,"m","schwarz"
96440,"31-40","w",7,"74","Mischling klein",,,,"K",2008,"m","weiss/beige"
96452,"31-40","w",9,"91","Deutscher Kleinspitz",,,,"K",2009,"w","braun"
96452,"31-40","w",9,"91","Deutscher Kleinspitz",,,,"K",2010,"w","weiss"
96469,"31-40","w",9,"91","Mischling gross",,,,"I",2014,"m","schwarz/braun"
96470,"41-50","w",2,"23","Collie",,,,"I",2016,"m","tricolor"
96515,"61-70","w",4,"44","Yorkshire Terrier",,,,"K",2009,"m","schwarz/braun"
96522,"41-50","m",9,"91","Terrier","Mischling",,,"K",2014,"m","beige"
96527,"61-70","m",7,"72","Bergamasker",,,,"I",2014,"m","red merle"
96527,"61-70","m",7,"72","Lagotto Romagnolo",,,,"I",2007,"m","weiss"
96541,"71-80","m",11,"111","Irish Setter",,,,"I",2008,"m","rot"
96544,"41-50","w",9,"92","Mops",,,,"K",2009,"w","beige"
96546,"61-70","m",4,"44","Jack Russel Terrier",,,,"K",2006,"m","braun/weiss"
96660,"51-60","w",4,"44","Italienisches Windspiel",,,,"K",2018,"m","grau"
96686,"31-40","m",5,"51","American Staffordshire Terrier",,,,"II",2008,"w","braun/weiss"
96818,"51-60","m",12,"122","Golden Retriever",,"Berner Sennenhund",,"I",2009,"w","braun/schwarz/weiss"
96855,"61-70","m",6,"61","Mischling klein",,,,"K",2012,"m","braun/weiss"
96939,"51-60","m",8,"83","Galgo Espanol",,,,"I",2012,"w","weiss"
96947,"41-50","w",2,"21","Flat Coated Retriever",,,,"I",2009,"w","schwarz"
96975,"41-50","w",12,"121","Yorkshire Terrier",,,,"K",2009,"m","blue/tan"
97013,"31-40","w",11,"111","Welsh Terrier",,,,"K",2008,"m","black/tan"
97014,"41-50","m",4,"42","Pit Bull Terrier",,,,"II",2002,"m","gestromt"
97017,"41-50","w",12,"123","Pinscher",,,,"K",2008,"m","braun"
97062,"31-40","w",8,"82","Parson Jack Russell Terrier",,,,"K",2009,"m","tricolor"
97076,"51-60","w",7,"73","West Highland White Terrier",,,,"K",2008,"w","weiss"
97106,"41-50","m",10,"101","Labrador Retriever",,,,"I",2006,"m","schwarz"
97112,"51-60","m",9,"92","Labrador Retriever",,,,"I",2009,"w","gelb"
97135,"51-60","w",9,"91","Boston Terrier",,,,"K",2009,"w","schwarz/weiss"
97179,"71-80","m",12,"121","Mischling klein",,,,"K",2008,"w","weiss"
97279,"61-70","w",7,"74","Zwergpudel",,,,"K",2009,"w","creme"
97398,"31-40","w",11,"115","Yorkshire Terrier",,,,"K",2019,"w","merle"
97427,"21-30","m",11,"119","Chihuahua",,,,"K",2009,"m","weiss/schwarz"
97427,"21-30","m",11,"119","Chihuahua",,,,"K",2018,"m","schwarz/weiss"
97427,"21-30","m",11,"119","Chihuahua",,,,"K",2018,"w","weiss/schwarz"
97463,"31-40","m",2,"24","Mops",,"Beagle",,"K",2009,"w","beige"
97593,"31-40","w",10,"101","Mischling klein",,,,"K",2008,"m","schwarz"
97598,"41-50","m",2,"21","Schäfer","Mischling",,,"I",2012,"w","braun/schwarz"
97598,"41-50","m",2,"21","Deutsch Drahthaar",,"English Setter",,"I",2008,"m","braun schimmel"
97607,"61-70","m",3,"31","Dogo Canario",,,,"I",2016,"m","braun gestromt"
97609,"21-30","w",3,"33","Mischling gross",,,,"I",2015,"w","schwarz/braun"
97650,"41-50","w",9,"91","Labrador Retriever",,,,"I",2004,"w","blondfarben"
97723,"51-60","w",7,"71","Mischling klein",,,,"K",2019,"w","braun/schwarz"
97743,"51-60","w",11,"115","Malteser",,,,"K",2009,"m","weiss"
97767,"51-60","m",4,"44","Pinscher",,,,"K",2012,"m","schwarz/beige/grau"
97767,"51-60","m",4,"44","Mischling klein","Mischling",,,"K",2009,"w","schwarz/weiss"
97768,"41-50","m",4,"44","Mischling klein",,,,"K",2012,"m","hellbraun"
97769,"61-70","m",7,"71","Bayerischer Gebirgsschweisshund",,,,"I",2009,"w","hirschrot"
97774,"51-60","w",10,"101","Schäfer","Mischling",,,"I",2006,"w","braun"
97804,"51-60","w",7,"72","Jack Russel Terrier",,,,"K",2012,"m","weiss/braun"
97925,"51-60","w",11,"115","Dachshund",,,,"K",2006,"w","dunkelbraun"
97926,"71-80","w",7,"74","Vizsla",,,,"I",2009,"w","braun"
97926,"71-80","w",7,"74","Vizsla",,,,"I",2009,"w","braun"
97953,"71-80","w",8,"82","Tibet Terrier",,,,"K",2004,"w","schwarz/weiss"
97988,"41-50","w",11,"119","Yorkshire Terrier",,,,"K",2015,"w","schwarz/braun"
98019,"31-40","m",11,"111","Border Collie",,"Labrador Retriever",,"I",2009,"m","schwarz/weiss"
98027,"41-50","m",5,"52","Border Collie",,"Appenzeller Sennenhund",,"I",2009,"w","schwarz/weiss"
98068,"61-70","w",12,"121","Rehpinscher",,,,"K",2009,"m","rehbraun"
98087,"81-90","m",2,"24","Airedale Terrier",,,,"I",2005,"w","black/tan"
98164,"31-40","w",11,"119","Parson Jack Russell Terrier",,"Mops",,"K",2018,"w","gestromt"
98164,"31-40","w",11,"119","Schäfer",,,,"I",2015,"m","weiss"
98220,"61-70","w",9,"92","Border Collie",,,,"I",2009,"w","schwarz/weiss"
98224,"31-40","w",9,"92","Chihuahua",,,,"K",2018,"m","creme"
98224,"31-40","w",9,"92","Chihuahua",,,,"K",2018,"w","creme"
98226,"51-60","w",11,"119","Parson Russell Terrier",,,,"K",2003,"m","tricolor"
98229,"61-70","w",6,"63","Sheltie",,,,"K",2019,"m","sable/white"
98229,"61-70","w",6,"63","Sheltie",,,,"K",2003,"w","blue"
98235,"61-70","w",10,"102","Riesenschnauzer",,,,"I",2012,"m","schwarz"
98254,"61-70","w",7,"73","Zwergspitz",,,,"K",2018,"m","tricolor"
98254,"61-70","w",7,"73","Chihuahua",,,,"K",2012,"w","black/tan"
98257,"71-80","m",2,"24","Münsterländer","Mischling",,,"I",2007,"w","rot/weiss"
98258,"41-50","w",10,"101","Chihuahua",,,,"K",2009,"w","black/tan"
98300,"41-50","w",3,"33","Havaneser",,,,"K",2017,"w","tricolor"
98311,"51-60","w",11,"115","Sheltie",,,,"K",2009,"m","sable"
98321,"61-70","w",11,"115","Collie",,,,"I",2018,"m","sable/white"
98322,"51-60","w",2,"23","Dalmatiner",,,,"I",2008,"m","schwarz/weiss"
98331,"51-60","w",4,"44","Mischling klein",,,,"K",2019,"w","beige/weiss"
98337,"51-60","m",12,"122","Mischling gross",,,,"I",2008,"w","braun"
98337,"51-60","m",12,"122","Collie","Mischling",,,"I",2015,"w","beige/schwarz"
98337,"51-60","m",12,"122","Mischling gross",,,,"I",2012,"m","weiss/braun"
98345,"61-70","w",11,"119","Bichon frisé",,,,"K",2009,"m","weiss"
98353,"51-60","w",2,"24","Golden Retriever",,,,"I",2015,"w","golden"
98354,"51-60","w",4,"42","West Highland White Terrier",,,,"K",2006,"m","weiss"
98359,"61-70","m",8,"83","Yorkshire Terrier",,,,"K",2013,"w","schwarz/braun"
98380,"51-60","m",8,"81","Mittelpudel",,,,"K",2005,"m","schwarz"
98380,"51-60","m",8,"81","Coton de Tulear",,,,"K",2004,"m","weiss"
98384,"31-40","w",11,"111","Yorkshire Terrier",,,,"K",2012,"w","black/tan"
98384,"31-40","w",11,"111","Yorkshire Terrier",,,,"K",2012,"w","black/tan"
98387,"51-60","w",10,"102","Havaneser",,,,"K",2015,"w","weiss"
98411,"71-80","w",2,"23","Deutscher Schäfer",,"Appenzeller Sennenhund",,"I",2010,"w","grau/braun"
98448,"71-80","w",11,"111","Yorkshire Terrier",,,,"K",2011,"w","grau/beige"
98449,"41-50","w",4,"42","Jack Russel Terrier",,,,"K",2018,"m","tricolor"
98456,"71-80","m",7,"72","West Highland White Terrier","Mischling",,,"K",2007,"w","beige"
98515,"51-60","m",4,"41","Golden Retriever",,,,"I",2004,"w","golden"
98534,"61-70","w",11,"111","Yorkshire Terrier",,,,"K",2004,"m","braun/schwarz"
98535,"71-80","w",10,"101","Jack Russel Terrier",,,,"K",2005,"m","tricolor"
98557,"71-80","m",12,"123","Collie",,,,"I",2009,"w","sable/white"
98557,"71-80","m",12,"123","Pinscher",,"Jack Russel Terrier",,"K",2012,"m","braun"
98571,"21-30","w",11,"111","Chihuahua",,,,"K",2017,"w","braun/grau"
98597,"61-70","w",3,"31","Rhodesian Ridgeback",,,,"I",2009,"w","weizen"
98598,"51-60","m",10,"102","Mischling gross","Mischling",,,"I",2016,"m","schwarz/weiss"
98619,"41-50","w",12,"122","Yorkshire Terrier",,,,"K",2009,"m","schwarz/grau"
98648,"41-50","m",4,"41","Jack Russel Terrier",,,,"K",2005,"w","schwarz/braun/weiss"
98655,"51-60","m",10,"101","West Highland White Terrier",,,,"K",2006,"m","weiss"
98664,"51-60","m",11,"119","Saluki",,,,"I",2019,"m","grau"
98666,"31-40","w",7,"72","Mittelpudel",,,,"K",2009,"m","silber"
98688,"51-60","w",11,"115","Labrador Retriever",,"Pudel",,"I",2005,"m","gelb"
98702,"71-80","w",11,"111","Chihuahua",,,,"K",2008,"m","braun"
98704,"41-50","w",7,"71","Labrador",,"Pudel",,"I",2017,"m","choco"
98707,"31-40","w",9,"92","Podenco","Mischling",,,"I",2013,"m","hellbraun"
98709,"41-50","m",2,"21","Mischling klein",,,,"K",2009,"w","braun"
98730,"51-60","w",2,"24","Weimaraner",,,,"I",2006,"m","rehbraun"
98732,"51-60","m",2,"21","Lagotto Romagnolo",,,,"I",2006,"w","braun/grau"
98732,"51-60","m",2,"21","Tschechoslowakischer Wolfshund",,,,"I",2015,"m","grau"
98770,"61-70","w",7,"71","Jack Russel Terrier",,,,"K",2005,"w","tricolor"
98787,"41-50","w",7,"72","Zwergpudel",,,,"K",2003,"w","apricot"
98790,"51-60","m",12,"123","Bergamasker","Mischling",,,"I",2006,"m","schwarz/grau/weiss"
98791,"71-80","w",6,"63","Chihuahua",,"Pekingese",,"K",2008,"m","braun"
98793,"61-70","w",10,"101","Mischling gross",,,,"I",2005,"w","grau/weiss"
98831,"41-50","m",2,"21","Jack Russel Terrier",,,,"K",2017,"m","vierfarbig"
98863,"61-70","m",2,"23","Mischling klein",,,,"K",2010,"w","hellbraun"
98866,"51-60","w",4,"42","Yorkshire Terrier",,,,"K",2005,"m","black/tan"
98875,"71-80","w",9,"92","Jack Russel Terrier",,,,"K",2006,"m","weiss/braun"
98876,"41-50","m",11,"111","Jack Russel Terrier",,,,"K",2018,"m","tricolor"
98876,"41-50","m",11,"111","Parson Russell Terrier",,,,"K",2016,"w","tricolor"
98901,"51-60","w",12,"122","Zwergspitz",,,,"K",2006,"w","schwarz"
98903,"51-60","w",10,"101","Malteser",,,,"K",2006,"m","weiss"
98904,"81-90","m",11,"119","Golden Retriever",,,,"I",2007,"m","golden"
98931,"31-40","w",7,"74","Miniature Bull Terrier",,,,"K",2018,"w","brindle"
98936,"71-80","w",1,"13","Bologneser",,,,"K",2008,"m","weiss"
98937,"61-70","w",8,"82","Labrador",,"Pudel",,"I",2014,"m","hellfarben"
98951,"71-80","w",8,"83","Shih Tzu",,,,"K",2018,"w","tricolor"
98961,"51-60","w",12,"122","Deutsch Drahthaar",,"Foxterrier",,"I",2012,"w","braun/weiss"
98967,"41-50","m",3,"31","Schweizer Sennenhund","Mischling",,,"I",2006,"w","schwarz/weiss/braun"
99027,"51-60","w",2,"21","Terrier","Mischling",,,"K",2016,"m","rehbraun"
99027,"51-60","w",2,"21","Chihuahua",,"Papillon",,"K",2015,"w","creme"
99033,"41-50","w",11,"115","Yorkshire Terrier",,,,"K",2006,"m","braun/schwarz"
99037,"51-60","w",11,"119","Australian Shepherd",,"Border Collie",,"I",2016,"w","dunkelbraun"
99047,"21-30","w",9,"91","Chihuahua",,,,"K",2007,"m","schwarz/weiss"
99050,"21-30","w",11,"119","Zwergpudel",,,,"K",2006,"w","hellbraun"
99064,"41-50","m",7,"73","Parson Jack Russell Terrier",,,,"K",2007,"m","weiss/braun"
99092,"61-70","m",11,"119","Mischling klein",,,,"K",2007,"m","hellbraun/weiss"
99094,"31-40","w",11,"111","Zwergpinscher",,,,"K",2006,"m","braun"
99095,"61-70","w",3,"34","Toypudel",,,,"K",2015,"m","silber"
99099,"51-60","m",7,"71","Mischling gross",,,,"I",2005,"w","schwarz/weiss"
99100,"51-60","w",10,"101","Pudel",,,,"K",2009,"m","apricot"
99101,"41-50","m",10,"102","Französische Bulldogge",,,,"K",2009,"w","grau/beige"
99102,"41-50","w",11,"111","Zwergpinscher",,,,"K",2007,"w","braun"
99102,"41-50","w",11,"111","Rehpinscher",,,,"K",2010,"w","rehbraun"
99107,"51-60","w",7,"71","Mischling klein",,,,"K",2013,"m","hellbraun"
99107,"51-60","w",7,"71","Dachshund",,,,"K",2018,"w","saufarben"
99107,"51-60","w",7,"71","Berner Sennenhund",,,,"I",2011,"w","braun"
99109,"61-70","w",10,"102","Jack Russel Terrier",,,,"K",2006,"m","tricolor"
99134,"61-70","w",11,"119","Yorkshire Terrier",,,,"K",2012,"w","schwarz/braun"
99137,"71-80","w",11,"119","Mischling klein",,,,"K",2009,"m","schwarz/braun"
99140,"51-60","m",7,"74","Labrador Retriever",,,,"I",2009,"w","braun"
99149,"51-60","w",8,"83","Magyar Viszla",,,,"I",2012,"w","gelb"
99157,"61-70","w",9,"91","Jack Russel Terrier",,,,"K",2006,"m","schwarz/weiss"
99159,"41-50","m",3,"31","Beagle",,"Mops",,"K",2007,"w","schwarz/braun"
99162,"31-40","m",7,"71","Tervueren","Mischling",,,"I",2016,"m","beige/schwarz"
99171,"31-40","w",3,"34","Pudel",,"Pekingese",,"K",2005,"w","grau"
99202,"71-80","w",11,"115","Malteser","Mischling",,,"K",2008,"m","weiss"
99207,"41-50","w",7,"72","Malteser",,,,"K",2019,"w","weiss"
99208,"51-60","w",11,"119","Chihuahua",,"Jack Russel Terrier",,"K",2008,"m","weiss/braun"
99210,"31-40","w",2,"21","Jack Russel Terrier",,,,"K",2005,"w","schwarz/braun"
99216,"41-50","m",4,"44","Chihuahua",,,,"K",2019,"w","blondfarben"
99228,"71-80","w",12,"122","Mops",,,,"K",2007,"m","schwarz"
99230,"61-70","m",11,"111","Zwergpudel","Mischling",,,"K",2007,"m","braun/weiss"
99236,"71-80","m",9,"91","West Highland White Terrier",,,,"K",2007,"m","weiss"
99237,"21-30","m",4,"44","Jack Russel Terrier",,,,"K",2007,"m","tricolor"
99266,"41-50","w",3,"33","Malteser",,,,"K",2008,"w","weiss"
99267,"61-70","w",9,"92","Rauhaar Dackel","Mischling",,,"K",2007,"w","graubraun"
99269,"61-70","w",2,"21","Gordon Setter",,,,"I",2013,"m","black/tan"
99273,"31-40","w",9,"92","Jack Russel Terrier",,,,"K",2018,"m","braun/weiss"
99274,"41-50","w",9,"91","Appenzeller Sennenhund","Mischling",,,"I",2007,"w","tricolor"
99278,"61-70","w",7,"71","Sennenhund","Mischling",,,"I",2007,"w","tricolor"
99279,"41-50","m",9,"92","Yorkshire Terrier",,,,"K",2008,"m","schwarz/braun"
99285,"51-60","m",4,"41","Chihuahua",,,,"K",2008,"m","tricolor"
99289,"71-80","m",9,"91","Berner Sennenhund",,,,"I",2015,"m","tricolor"
99306,"31-40","m",5,"52","Jack Russel Terrier",,,,"K",2007,"m","tricolor"
99311,"51-60","w",8,"81","Papillon",,,,"K",2008,"m","braun/weiss"
99314,"61-70","m",3,"31","Mops",,"Beagle",,"K",2005,"w","rehbraun"
99319,"41-50","w",7,"74","Golden Retriever",,,,"I",2008,"w","blondfarben"
99325,"31-40","w",3,"34","Mops",,,,"K",2006,"w","beige"
99333,"71-80","w",11,"119","Chihuahua",,,,"K",2008,"m","hell-/dunkelbraun"
99335,"61-70","w",10,"101","Chihuahua",,,,"K",2014,"w","schwarz/weiss"
99339,"51-60","w",7,"74","Cavalier King Charles Spaniel",,"Pudel",,"K",2014,"w","apricot"
99343,"61-70","w",7,"71","Mischling klein",,,,"K",2007,"w","schwarz/weiss"
99345,"51-60","w",9,"91","Mischling gross",,,,"I",2006,"m","weiss/braun"
99361,"31-40","w",4,"44","Französische Bulldogge",,,,"K",2013,"w","schwarz/braun/weiss"
99366,"51-60","m",6,"61","Cocker Spaniel",,,,"K",2008,"m","schwarz"
99375,"41-50","w",3,"34","Beagle",,,,"K",2009,"m","tricolor"
99376,"61-70","w",11,"111","Chihuahua",,,,"K",2008,"w","braun"
99384,"41-50","w",6,"63","Mischling gross",,,,"I",2011,"m","grau"
99384,"41-50","w",6,"63","Mischling klein",,,,"K",2007,"m","braun"
99386,"41-50","w",11,"119","Pekingese",,,,"K",2008,"w","braun/weiss"
99388,"31-40","w",12,"122","Yorkshire Terrier",,,,"K",2007,"w","black/tan"
99388,"31-40","w",12,"122","Yorkshire Terrier",,,,"K",2007,"m","black/tan"
99526,"41-50","m",9,"92","Mischling gross",,,,"I",2015,"w","schwarz/weiss"
99542,"51-60","m",3,"33","Pekingese",,,,"K",2009,"m","braun"
99676,"31-40","w",10,"102","Schäfer",,,,"I",2015,"m","weiss"
99678,"31-40","m",3,"31","Border Collie",,"Australian Shepherd",,"I",2008,"w","schwarz/weiss/braun"
99686,"71-80","m",4,"44","Mischling klein",,,,"K",2006,"w","weiss/braun"
99688,"51-60","w",2,"21","Continental Bulldog",,,,"I",2009,"w","schwarz/weiss"
